Ref,Label,Description,Translate,MaxChars,English,German,Spanish,French,Italian,Netherland,Danish,Swedish,Chinese,Polish,Japanese,Korean,Portuguese,Slovak,Russian,Hungarian,Bulgarian,Romanian,Czech,Turkish,Finnish,Greek,T-Chinese,Serbian,Slovenian,Thai,Polish UTF8
533,STI_BLUE_AMPL_LOW,Blue amplitude is too low,1,16,BLUE AMPL LOW,AMPL BLAU TIEF,AMPL AZUL BAJA,AMPL BLEU BAS,BLUE EST BASSO,BLAUW AMPL LOW,BL� AMPL LAV,BL� AMPL. L�G,蓝光幅值低,NISKA AMP.NIEB,低青色増幅率,청색앰플 최저,AMP AZUL BAIXO,NIZ. MODR AMPL,СИНИЙ АМП.НИЗ,K.AMP.ALACSONY,,AMPL ALB.JOASA,MODRÁ AMPL MIN,MAVİ AMPL DÜŞ.,BLUE AMPL LOW,ΜΠΛΕ AMPL LOW,,PLAVO AMPL.NIS,AMPL M NIZKA,??????,NISKA AMP.NIEB
534,STI_CAL_COEFF_0,Calibration coefficient #,1,14,CAL COEFF 0,KAL KOEFF 0,COEF CAL 0,COEF. ETAL. 0,COEFF CAL 0,CAL. FACT 0,KAL KOEFF 0,KALIB KOEFF 0,校准系数0,WSPOL.KAL. 0,校正係数#0,교정인자 0,COEF CALIB 0,KALIBR KOEF O,КАЛ. КОЭФ. 0,KALIB KOEF0,,COEF CALIBR 0,KALIBR KOEF 0,KAL SABİTİ 0,CAL COEFF 0,ΣΥΝΤΕΛ.ΒΑΘΜ.0,,KAL.KOEF. 0,KAL KOEFF 0,??????,WSPOL.KAL. 0
535,STI_CAL_COEFF_1,Calibration coefficient #,1,14,CAL COEFF 1,KAL KOEFF 1,COEF CAL 1,COEF. ETAL. 1,COEFF CAL 1,CAL FACT 1,KAL KOEFF 1,KALIB KOEFF 1,校准系数1,WSPOL. KAL.1,校正係数#1,교정인자 1,COEF CALIB 1,KALIBR KOEF1,КАЛ. КОЭФ. 1,KALIB KOEF1,,COEF CALIBR 1,KALIBR KOEF 1,KAL SABİTİ 1,CAL COEFF 1,ΣΥΝΤΕΛ.ΒΑΘΜ.1,,KAL.KOEF. 1,KAL KOEFF 1,??????,WSPOL. KAL.1
536,STI_CAL_COEFF_2,Calibration coefficient #,1,14,CAL COEFF 2,KAL KOEFF 2,COEF CAL 2,COEF. ETAL. 2,COEFF CAL 2,CAL FACT 2,KAL KOEFF 2,KALIB KOEFF 2,校准系数2,WSPOL. KAL.2,校正係数#2,교정인자 2,COEF CALIB 2,KALIBR KOEF 2,КАЛ. КОЭФ. 2,KALIB KOEF2,,COEF CALIBR 2,KALIBR KOEF 2,KAL SABİTİ 2,CAL COEFF 2,ΣΥΝΤΕΛ.ΒΑΘΜ.2,,KAL.KOEF. 2,KAL KOEFF 2,??????,WSPOL. KAL.2
537,STI_CAL_COEFF_3,Calibration coefficient #,1,14,CAL COEFF 3,KAL KOEFF 3,COEF CAL 3,COEF. ETAL. 3,COEFF CAL 3,CAL FACT 3,KAL KOEFF 3,KALIB KOEFF 3,校准系数3,WSPOL.KAL.3,校正係数#3,교정인자 3,COEF CALIB 3,KALIBR KOEF 3,КАЛ. КОЭФ. 3,KALIB KOEF3,,COEF CALIBR 3,KALIBR KOEF 3,KAL SABİTİ 3,CAL COEFF 3,ΣΥΝΤΕΛ.ΒΑΘΜ.3,,KAL.KOEF. 3,KAL KOEFF 3,??????,WSPOL.KAL.3
538,STI_CAL_COEFF_4,Calibration coefficient #,1,14,CAL COEFF 4,KAL KOEFF 4,COEF CAL 4,COEF. ETAL. 4,COEFF CAL 4,CAL FACT 4,KAL KOEFF 4,KALIB KOEFF 4,校准系数4,WSPOL.KAL.4,校正係数#4,교정인자 4,COEF CALIB 4,KALIBR KOEF 4,КАЛ. КОЭФ. 4,KALIB KOEF4,,COEF CALIBR 4,KALIBR KOEF 4,KAL SABİTİ 4,CAL COEFF 4,ΣΥΝΤΕΛ.ΒΑΘΜ.4,,KAL.KOEF. 4,KAL KOEFF 4,??????,WSPOL.KAL.4
539,STI_CAL_COEFF_5,Calibration coefficient #,1,14,CAL COEFF 5,KAL KOEFF 5,COEF CAL 5,COEF. ETAL. 5,COEFF CAL 5,CAL FACT 5,KAL KOEFF 5,KALIB KOEFF 5,校准系数5,WSPOL.KAL.5,校正係数#5,교정인자 5,COEF CALIB 5,KALIBR KOEF 5,КАЛ. КОЭФ. 5,KALIB KOEF5,,COEF CALIBR 5,KALIBR KOEF 5,KAL SABİTİ 5,CAL COEFF 5,ΣΥΝΤΕΛ.ΒΑΘΜ.5,,KAL.KOEF. 5,KAL KOEFF 5,??????,WSPOL.KAL.5
540,STI_CAL_COEFF_6,Calibration coefficient #,1,14,CAL COEFF 6,KAL KOEFF 6,COEF CAL 6,COEF. ETAL. 6,COEFF CAL 6,CAL FACT 6,KAL KOEFF 6,KALIB KOEFF 6,校准系数6,WSPOL.KAL.6,校正係数#6,교정인자 6,COEF CALIB 6,KALIBR KOEF 6,КАЛ. КОЭФ. 6,KALIB KOEF6,,COEF CALIBR 6,KALIBR KOEF 6,KAL SABİTİ 6,CAL COEFF 6,ΣΥΝΤΕΛ.ΒΑΘΜ.6,,KAL.KOEF. 6,KAL KOEFF 6,??????,WSPOL.KAL.6
541,STI_CAL_COEFF_7,Calibration coefficient #,1,14,CAL COEFF 7,KAL KOEFF 7,COEF CAL 7,COEF. ETAL. 7,COEFF CAL 7,CAL FACT 7,KAL KOEFF 7,KALIB KOEFF 7,校准系数7,WSPOL.KAL.7,校正係数#7,교정인자 7,COEF CALIB 7,KALIBR KOEF 7,КАЛ. КОЭФ. 7,KALIB KOEF7,,COEF CALIBR 7,KALIBR KOEF 7,KAL SABİTİ 7,CAL COEFF 7,ΣΥΝΤΕΛ.ΒΑΘΜ.7,,KAL.KOEF. 7,KAL KOEFF 7,??????,WSPOL.KAL.7
542,STI_CALFAIL,Calibration failed,1,15,CAL FAIL,KAL FEHLER,FALLO DE CAL,ERREUR ETALON.,CAL FALLITA,CAL MISLUKT,KAL FEJL,KALIB FEL,校准出错,BLAD KALIB.,校正失敗,교정 실패,FALHA CALIB,CHYBA KALIBR,ОШИБ. КАЛИБР.,KALIBR. HIBA,,EROARE CALIBR,KALIBR CHYBA,KAL BAŞARISIZ,KAL VIKA,ΣΦΑΛΜΑ ΒΑΘΜ.,,KAL.GREŠKA,NAP KALIB,??????,BLAD KALIB.
543,STI_COMPLETE,Task has completed successfully,1,12,COMPLETE,OK,COMPLETO,FINI,COMPLETA,KLAAR,OK,KOMPLETT,完成,KOMLETNY,完了しました,완료,COMPLETO,DOKONČENĚ,ЗВЕРШЕНО,BEFEJEZVE,,COMPLET,DOKONČENO,TAMAMLANDI,VALMIS,ΟΛΟΚΛΗΡΩΣΗ,,OK,V REDU,??????,KOMLETNY
544,STI_DEFAULT_SETUP,Default setup,1,15,DEFAULT SETUP,WERKS-EINST,MONTAR VAL ORI,VALEURS DEFAUT,SETUP DEFAULT,STANDAARDINST.,STD. SETUP,FABRIKS INST.,默认值设置,USTAW.FABRYCZ.,デフォルト設定,디폴트 설정,CFG PADR�O,TOVAREN. NAST,ЗАВОД. НАСТР.,ALAPBEÁLLÍTÁS,,SETARE PRINCIP,TOVÁRNÍ SETUP,FABRİKA AYARI,OLETUSASETUS,ΒΑΣΙΚΗ ΡΥΘΜ.,,OSNOVNI SETUP,OSNOVNE NAST,??????,USTAW.FABRYCZ.
545,STI_DEGREES_C_F,Degrees centigrade - Fahrenheit,1,12,DEGREES C-F,GRAD C - F,GRADOS C-F,DEGRES C - F,GRADI C�-F,GRADEN C-F,GRADER C-F,GRAD C/F,度C-F,STOPNIE C-F,C - F,도 C-F,GRAUS C�-F�,STUPNE C-F,ГРАД. Ц/Ф,FOK C-F,,GRADE C-F,STUPNĔ C-F,DERECE C-F,ASTETTA C-F,ΒΑΘΜΟΙ C°-F,,STEPENI C-F,STOPINJE C-F,??????,STOPNIE C-F
546,STI_DO,Dissolved oxygen abbreviated,1,14,DO,O2,OD,DO,OD,DO,O2,DO,溶解氧,O2,DO,용존산소,OD,ROZPUST O2,РАСТВ. O2,OLDOTT OXIGÉN,,OD,ROZPUŠTĔNÝ O2,ÇO,DO,Δ.Ο,,DOX,O2,??????,O2
547,STI_DO_MEASURED,Dissolved oxygen measured,1,13,DO MEASURED,O2 - MESSWERT,OD MEDIDO,DO MESUREE,OD MISURATA,DO METING,O2-M�LEV�RDI,DO KONC,溶解氧测量,WARTOSC-O2,DO測定済,용존산소 측정,MEDI��O OD,MER ROZP O2,ИЗМЕР. O2,O2 MEGMÉRVE,,OD MASURAT,O² MĔŘENĺ,ÖLÇÜLEN ÇO,DO MITATTU,ΜΕΤΡΗΣΗ Δ.Ο,,DOX VREDN.,O2 REZULTAT,??????,WARTOSC-O2
548,STI_DRIVER_VERSION,Version of the firmware that operates the probe,1,15,DRIVER VERS,TREIBERVERSION,VER SOFTW LDO,VERSION LOGIC.,VERS. GUIDA,SOFTWARE SONDE,DRIVERVERS.,DRIVRUTIN VERS.,驱动器版本,WERSJA OPROGR.,ドライバVer,드라이버 버젼,VERS�O DRIVER,VERZ DRIVERA,ВЕРС. ДРАЙВЕР,MEGHAJTÓ VERZ.,,VERS PRINCIPAL,VERZE DRIVERU,YAZILIM VERS,AJURIVERSIO,ΕΚΔΟΣΗ,,DRAJVER VER.,VERZ GONIL,??????,WERSJA OPROGR.
549,STI_EDIT_NAME,Instruct user to edit name,1,14,EDIT NAME,NAME MESSORT,EDITAR NOMBRE,EDITER NOM,INSERIRE NOME,WIJZIG NAAM,REDIGER NAVN,L�GG IN NAMN,编辑名号,EDYTUJ NAZWE,センサ名の編集,이름 수정,EDITAR NOME,EDITUJ MENO,РЕДАК. ИМЕНИ,NÉV BEVITEL,,EDITARE NUME,EDITACE JMÉNA,İSİM DÜZENLE,MUUTA NIMI,ΠΡΟΣΘ.ΟΝΟΜ.,,UNESI IME,VSTAVI IME,??????,EDYTUJ NAZWE
550,STI_EE_RSRVD_ERR,Electrically erasable PROM reserved error message,1,14,EE RSRVD ERR,EEPROM-FEHLER,ERR RSRVD EE,ERR. RES. EEPR,ERR EE RISERV,EE RSRVD FOUT,EEPROM FEJL,EEPROM FEL,EE预留出错,BLAD EEPROM,EE予約エラー,EE 예비 에러,ERRO EEPROM,EE RSRVD CHYBA,ОШИБ EERSRVD,ET RFOG. HIBA,,EROARE MES REZ,EE RSRVD ERR,ES REZRVE HATA,EE RSRVD ERR,ΣΦ.ΔΙΑΤ.ΗΛ.ΔΙΑΓ.,,EEPROM-GREŠKA,NAP EPROM,??????,BLAD EEPROM
551,STI_EE_SETUP_ERR,Electrically erasable PROM setup error message,1,15,EE SETUP ERR,EEPROM-FEHLER,ERR MONT EE,ERR. PROGR. EE,ERR IMPOST EE,EE SETUP FOUT,EE SETUP FEJL,EEP SETUP FEL,EE设置出错,BLAD EEPROM,EE設定エラー,EE 설정 에러,CFG EEPROM,EE NAST CHYBA,ОШИБ EESETUP,ET BEÁLL. HIBA,,SET EROARE MES,EE SETUP ERR,ES AYAR HATASI,EE SETUP ERR,ΣΦ.ΡΥΘ.ΗΛ.ΔΙΑΓ.,,EEPROM-GREŠKA,NAP EPROM,??????,BLAD EEPROM
552,STI_FILTER,Process data or signal to remove unwanted components,1,10,FILTER,D�MPFUNG,FILTRO,FILTRE,FILTRO,GEMIDDELDE,FILTER,FILTER,过滤器,FILTR,フィルター,필터,FILTRO,FILTER,ФИЛЬТР,SZÜRÖ,,FILTRU,FILTR,FİLTRE,SUODATA,ΦΙΛΤΡΟ,,FILTRIRANJE,FILTER,??????,FILTR
553,STI_FUNCTION_CODE,Code that specifies an action,1,15,FUNCTION CODE,FUNKTIONS-CODE,FUNCION CODIGO,CODE FONCTION,CODICE FUNZION,FUNCTIE CODE,FUNKTIONSKODE,FUNKTIONSKOD,功能代码,KOD FUNKCJI,機能コード,기능 코드,CODIGO FUN��O,KÓD FUNKCIE,КОД ФУНКЦИИ,FUNKCIÓ KÓD,,COD FUNCTIE,FUNKČNĺ KÓD,FONKSİYON KODU,TOIMINTOKOODI,ΚΩΔΙΚΟΣ ΛΕΙΤ.,,KOD FUNKCIJE,KODA FUNK,??????,KOD FUNKCJI
554,STI_GAIN_CORR,Gain correction,1,15,GAIN CORR,KORR FAKTOR,CORREGIR GANE,CORR. GAIN,CORREZ GAIN,HELLING CORR.,KORR FAKTOR,JUSTERA F�RST,增益修正,KORYGUJ FAKTOR,ゲイン修正,게인 상관계수,CORR GANHO,KOREKCIA ZISKU,КОРР. УСИЛ,ERÖSÍTÉS KORR.,,EFECT CORECTAR,KOREKCE ZISKU,YÜKSELME DÜZEL,GAIN CORR,ΠΑΡΑΓ.ΔΙΟΡΘ.,,KOR. FAKTOR,KOR FAKTOR,??????,KORYGUJ FAKTOR
555,STI_GAIN_TOO_HIGH,Gain is too high,1,15,GAIN TOO HIGH,FAKTOR ZU HOCH,GANE MUY ALTO,GAIN TROP HAUT,GAIN ALTO,HELLING HGH,FAKTOR FOR H�J,F�RST. F�R H�G,增益太高,FAKTOR ZA WYS.,ゲインが高過ぎ,게인 너무높음,GANHO ALTO,ZISK VELKY,БОЛЬШ. УСИЛ.,ERÖSÍTÉS MAGAS,,SPOR PREA MARE,VELKÝ ZISK,YÜKSELME ÇOK F,GAIN TOO HIGH,ΠΑΡΑΓ. ΥΨΗΛΟΣ,,PREV. FAKTOR,FAKTOR PREVIS,??????,FAKTOR ZA WYS.
556,STI_GAIN_TOO_LOW,Gain is too low,1,15,GAIN TOO LOW,FAKTOR ZU TIEF,GANE MUY BAJO,GAIN TROP BAS,GAIN INFERIORE,HELLING LOW,FAKTOR FOR LAV,F�RST. F�R L�G,增益太低,FAKTOR ZA NISK,ゲインが低過ぎ,게인 너무낮음,GANHO BAIXO,ZISK MALÝ,МАЛ. УСИЛ.,ERÖSÍTÉS ALACS,,SPOR PREA SCAZ,MALÝ ZISK,YÜKSELME ÇOK D,GAIN TOO LOW,ΠΑΡΑΓ.ΧΑΜΗΛΟΣ,,MALI FAKTOR,FAKTOR PRENIZ,??????,FAKTOR ZA NISK
557,STI_HOLD,Hold (keep things the same),1,13,HOLD,HALTEN,SIN CAMBIO,MEMORISATION,MANTIENI,BLOKKEREN,PAUSE,L�ST,保持,WSTRZYMAJ,ホールド,중지,RETER,DRŽAŤ,ФИКС.,TARTVA,,MENTINE,DRŽET,DURDUR,PIDÄ,ΔΙΑΤΗΡΗΣΗ,,ZADRŽI,ZADRŽI,??????,WSTRZYMAJ
558,STI_INVALID,Something is invalid,1,12,INVALID,UNG�LTIG,INVALIDO,INCORRECT,INVALIDO,NIET CORRECT,UGYLDIG,OGILTIG,无效,BLEDNY,無効です,유효하지않음,INV�LIDO,NEPLATNÉ,НЕВЕРНО,ÉRVÉNYTELEN,,EROARE,NEPLATNÉ,GEÇERSİZ,VÄÄRÄ,ΑΚΥΡΟ,,NEVAŽI,NEVELJAVNO,??????,BLEDNY
559,STI_INVALID_CODE,Code is invalid,1,15,INVALID CODE,PASSW UNG�LTIG,CODIGO INVALID,CODE INCORRECT,CODICE INVALID,CODE INCORRECT,UGYLDIG KODE,FEL KOD,无效代码,ZLY KOD,無効なコード,무효코드,COD INV�LIDO,NEPLATNÝ KÓD,НЕВЕРНЫЙ КОД,HIBÁS KÓD,,EROARE COD,NEPLATNÝ KÓD,GEÇERSİZ KOD,VÄÄRÄ KOODI,ΑΚΥΡΟΣ ΚΩΔΙΚΟΣ,,KOD NEVAŽI,NAPAČ GESLO,??????,ZLY KOD
560,STI_LEAVE,Exit the current state,1,9,LEAVE,VERLASSEN,SALIR,ECHAPPER,USCITA,AFBREKEN,FORLAD,G� UR,离开,OPUSC,終了,떠나다,SAIR,OPUSTI,ВЫЙТИ,KILÉPÉS,,IESIRE,ODCHOD,BIRAK,POISTU,ΕΞΟΔΟΣ,,NAZAD,ZAPUSTI,??????,OPUSC
561,STI_LED_OPERATION,Light emitting diode operation,1,16,LED OPERATION,LED AN,OPERACION LED,FONCTIONN. DEL,LED OPERATIVO,LED-WERKING,LED FUNKTION,LED FUNKTION,LED操作,DIODA WLACZONA,LED作動,LED 작동,OPERA��O LED,PREVÁDZKA LED,СИД РАБОТ.,LED ÜZEM,,OPERARE LED,LED OPERACE,LED OPERASYONU,LED TOIMINTA,LED ΛΕΙΤΟΥΡ.,,LED MOD,LED PRIKL,??????,DIODA WLACZONA
562,STI_MEAS_UNITS,Measurement units,1,14,MEAS UNITS,MESSEINHEITEN,UNIDAD MESURA,UNIT DE MESURE,UNITA MISURA,EENHEID,M�LE ENHEDER,ENHETER,测量单位,JEDN.POMIAR.,測定の単位,측정 단위,UNID MEDI��O,JEDN MERANIA,ЕД. ИЗМЕР,MÉRTÉKEGYSÉG,,UNITATI MASURA,JEDN MĔŘENĺ,ÖLÇÜM BİRİMLER,YKSIKÖT,ΜΟΝΑΔΕΣ ΜΕΤΡ.,,JED. MERENJA,MERIL ENOTE,??????,JEDN.POMIAR.
563,STI_MOVE_PROBE,Move the probe,1,15,MOVE PROBE,ENTFERNE SENS,MOVER SENSOR,BOUGER CAPTEUR,MUOVERE SONDA,SONDE UITNEMEN,FJERN SONDE,FLYTTA GIVAREN,移动探头,PRZESUN SONDE,プローブの移動,센서 이동,MOVER SONDA,PRESUN SONDY,ИЗВЛ. ДАТЧ.,SZONDA MOZGAT.,,MUTARE PROBA,PŘESUN SONDY,PROB TAŞI,SIIRRÄ ANTURI,ΑΠΟΜ.ΑΙΣΘ.,,POMERI PROBU,ODSTRANI SENZ,??????,PRZESUN SONDE
564,STI_OFFSET_CORR,Correction for the measurement offset,1,15,OFFSET CORR,KORR OFFSET,CORRECC COMPEN,CORR. ZERO,CORR OFFSET,NULPUNTS CORR.,OFFSET KORR,OFFSET KORREK.,偏差值修正,KORYG. ODCHYL.,オフセット修正,옵셋 상관계수,CORR OFFSET,KOREKC OFFSET,КОРР. СМЕЩ,ALAPVONAL KORR,,CORECT COMPENS,OFFSET KOREKCE,OFSET DÜZELTME,NOLLAKORJAUS,ΔΙΟΡΘ. OFFSET,,KOR. OFFSET,KOR ODKLONA,??????,KORYG. ODCHYL.
565,STI_NEXT_STATE,Item that specified the next state,1,15,NEXT STATE,N�CHSTER STAT,ESTADO PROXIMO,PROCHAIN ETAT,PROSS.STATO,VERDER,N�STE TRIN,N�STA NIV�,下一个状态,NASTEPNY STAN,次のステイト,다음으로,PROX ESTADO,DAĽŠÍ STAV,СЛЕД. ВАРИАНТ,KÖV. ÁLLAPOT,,SITUATIE URMAT,DALŠÍ STAV,SONRAKİ DURUM,SEURAAVA,ΕΠΟΜ.ΚΑΤΑΣ.,,NARED. KORAK,NASLED STOPN,??????,NASTEPNY STAN
566,STI_OUTPUT_MODE,Mode of operation for the output,1,15,OUTPUT MODE,AUSGANGSMODUS,MODO DE SALIDA,MODE SORTIE,MODO USCITA,OUTPUT MODUS,UDGANGSMODUS,UTSIGNAL MODE,输出模式,RODZAJ WYSCIA,出力モード,출력 모드,MODO SA�DA,VÝSTUP MÓD,РЕЖИМ ВЫХ.,KIMENET MÓD,,MOD IESIRE,MÓD VÝSTUPU,ÇIKIŞ MODU,ULOSTULO TAPA,ΚΑΤΑΣ. ΕΞΟΔΩΝ,,MOD IZLAZ,NAČIN IZHODA,??????,RODZAJ WYSCIA
567,STI_PHASE_DIAG,Signal phase angle diagnostic,1,14,PHASE DIAG,PHASE,DIAGNOSTI FASE,DIAG. PHASE,FASE DIAGNOSI,FASE DIAG,FASE DIAGNOSE,FAS DIAGNOS.,相位诊断,FAZA,フェーズの診断,페이스 진단,DIAG FASE,DIAG FÁZA,ТЕСТ ФАЗЫ,FÁZIS DIAG.,,DIAGNOST FAZA,DIAG FÁZE,FAZ DIAG,PHASE DIAG,ΦΑΣΗ,,DIAG FAZE,FAZA,??????,FAZA
568,STI_PRESS_ENTER,Press the enter button,1,14,PRESS ENTER,DR�CKE ENTER,PRESIONE ENTER,APPUYER ENTRER,PREMERE ENTER,DRUK ENTER,TAST ENTER,TRYCK ENTER,按ENTER键,WCISNIJ ENTER,ENTER押す,엔터키 클릭,APERTE ENTER,STLAČ ENTER,НАЖМ. ВВОД,ENTER-T NYOMNI,,APASA ENTER,STISKNI ENTER,GİRİŞE BAS,PAINA ENTER,ΠΑΤΗΣ. ENTER,,PRITISNI ENTER,PRITISNI ENTER,??????,WCISNIJ ENTER
569,STI_PRESSURE_UNITS,Units of pressure,1,14,PRESSURE UNITS,DRUCKEINHEITEN,UNIDAD PRESION,UNIT. PRESSION,UNITA PRESSION,DRUK EENHEID,TRYK ENHEDER,TRYCK ENHETER,压力单位,JEDN.CISNIENIA,気圧の単位,압력단위,UNID PRESS�O,JEDN TLAKU,ЕД. ДАВЛЕНИЯ,NYOMÁS M.EGYS,,UNIT PRESIUNE,TLAK-JEDNOTKY,BASINÇ BİRİMİ,PAINE YKS,ΜΟΝΑΔ.ΠΙΕΣΗΣ,,JED. PRITISKA,ENOTE TLAK,??????,JEDN.CISNIENIA
570,STI_READING_OFFSET,Offset of the measurement,1,14,READING OFFSET,OFFSET MESSW,COMP DE LECTUR,LECT CORR ZERO,LETTURA OFFSET,NULPUNT,L�SN. OFFSET,L�SER OFFSET,读偏差值,ODCHYL.W.POM.,オフセット値,측정값 옵셋,OFFSET LEITURA,OFFSET MERANIA,СМЕЩ.РЕЗУЛ.,ALAPVONAL OLV.,,CITIRE CMPENS,OFFSET MĔŘENĺ,ÖLÇÜM OFSET,NOLLAPISTE,OFFSET ΜΕΤΡ.,,MERI OFFSET,ODKLON MERIT,??????,ODCHYL.W.POM.
571,STI_RED,The color red,1,10,RED,ROT,ROJO,ROUGE,ROSSO,ROOD,R�D,R�D,红色,CZARWONA,赤色,적색,VERM,ČERVENÁ,КРАСН.,PIROS,,ROSU,ČERVEN,KIRMIZI,RED,ΚΟΚΚΙΝΟ,,CRVENO,RDEČA,??????,CZARWONA
572,STI_RED_AMPL,Red signal amplitude,1,13,RED AMPL,AMPLITUDE ROT,AMPLITUD ROJO,AMPL. ROUGE,ROSSO ESTESO,ROOD AMPL,E�D AMPL,R�D APLITUD,红光幅值,AMPL.CZERW.,赤色 増幅率,적색 앰플,AMP VERM,ČERVENÁ AML,КРАСН. АМПЛ.,PIR.AMPLITÚDÓ,,AMPL ROSU,ČERV AMPL,KIRMIZI AMPL,RED AMPL,ΚΟΚΚ. AMPL,,CRV. AMPL,AMPL RDEČA,??????,AMPL.CZERW.
573,STI_RED_AMPL_HIGH,Red amplitude is too high,1,15,RED AMPL HIGH,AMPL ROT HOCH,AMPL ROJO ALTA,AMPL. RGE HAUT,ROSSO EST ALTO,ROOD AMPL HGH,R�D AMPL H�J,R�D AMPL. H�G,红光幅值高,WYS.AMPL.CZER.,赤色 増幅率 高,적색 앰플 최고,AMP VERM ALTA,VYS. ČERV AMPL,КР.АМП.ВЕРХ,P.AMP.MAGAS,,AMPL ROSU INAL,ČERV AMPL VELK,KIR. AMPL YÜKS,RED AMPL HIGH,ΚΟΚΚ AMPL HIGH,,CRV. VISOKA,AMPL R VISOKA,??????,WYS.AMPL.CZER.
574,STI_RED_AMPL_LOW,Red amplitude is too low,1,15,RED AMPL LOW,AMPL ROT TIEF,AMP ROJO BAJA,AMPL. RGE BAS,ROSSO EST BASS,ROOD AMPL LOW,R�D AMPL LAV,R�D AMPL. L�G,红光幅值低,NISKA AMP.CZER,赤色 増幅率 低,적색 앰플 최저,AMP VERM BAIXA,NIZK ČERV AMPL,КРАСН.АМП.НИЗ,P.AMP.ALACSONY,,AMPL ROSU JOAS,ČERV AMPL MALÁ,KIR. AMPL DÜŞ.,RED AMPL LOW,ΚΟΚΚ AMPL LOW,,CRV. NISKA,AMPL R NIZKA,??????,NISKA AMP.CZER
575,STI_RED_PHASE,Phase angle of red signal,1,13,RED PHASE,PHASE ROT,FASE ROJO,PHASE ROUGE,FASE ROSSO,ROOD PHASE,R�D FASE,R�D FASVINKEL,红光相位,FAZA CZERW.,赤色フェーズ,적색 페이스,FASE VERMELHA,ČERV FÁZA,КРАСН. ФАЗА,PIROS FÁZ.,,FAZA ROSU,ČERVENÁ FÁZE,KIRMIZI FAZ,RED PHASE,ΚΟΚΚΙΝΗ ΦΑΣΗ,,CRV. FAZA,RDEČA FAZA,??????,FAZA CZERW.
576,STI_RETURN_PROBE,Return probe to its previous location,1,15,RETURN PROBE,INSTAL SENSOR,RETORNA SENSOR,REMETTRE CAPT.,SONDA PRECEDEN,SONDE PLAATSEN,IS�T SONDE,�TERF�R GIVARE,返回探头,INSTAL.CZUJNIK,プローブを戻す,센서로돌아가기,RETORNAR SONDA,VRÁŤ SONDU,УСТАН. ДАТЧ.,SZONDA VISSZA,,RETURN PROBA,VRAŤ SONDU,PROBU GERİ KOY,PALAUTA ANTURI,ΕΓΚΑΤΑΣ.ΑΙΣΘ.,,VRATI PROBU,VRNI SENZOR,??????,INSTAL.CZUJNIK
577,STI_SALINITY,Salinity,1,11,SALINITY,SALZGEHALT,SLINIDAD,SALINITE,SALINITA,SALINITEIT,SALINITET,SALINITET,盐度,ZASOLENIE,塩分,염도,SALINIDADE,SOĽNOSŤ,СОЛЕНОСТЬ,SÓTARTALOM,,SALINITATE,SALINITA,TUZLULUK,SUOLAPIT,ΑΛΑΤΟΤΗΤΑ,,SALINITET,SLANOST,??????,ZASOLENIE
578,STI_SENSOR_CODE,Code associated with the sensor,1,14,SENSOR CODE,SENSOR-CODE,CODIGO SENSOR,CODE CAPTEUR,CODICE SENSORE,SENSORCODE,SENSOR KODE,GIVAR KOD,传感器代码,KOD CZUJNIKA,センサコード,센서 코드,CODIGO SENSOR,KÓD SENZORA,КОД ДАТЧИКА,SZENZORKÓD,,COD SENZOR,KÓD SENZORU,SENSÖR KODU,ANTURIN KOODI,ΚΩΔΙΚ.ΑΙΣΘΗΤ.,,KOD SENZORA,KODA SENZOR,??????,KOD CZUJNIKA
579,STI_SENSOR_NAME,User-assigned name for a sensor,1,15,SENSOR NAME,NAME SENSOR,NOMBRE SENSOR,NOM CAPTEUR,NOME SENSORE,SENSOR NAAM,SENSOR NAVN,GIVAR NAMN,传感器名称,NAZWA CZUJNIKA,センサネーム,센서 이름,NOME SENSOR,MENO SENZORA,ИМЯ ДАТЧИКА,SZENZ. NEVE,,NUME SENZOR,JMÉNO SENZORU,SENSÖR ADI,ANTURIN NIMI,ΟΝΟΜΑ ΑΙΣΘ.,,IME SENZORA,IME SENZOR,??????,NAZWA CZUJNIKA
580,STI_SENSOR_PHASE,Phase shift of sensor,1,15,SENSOR PHASE,PHASEN-VERSCH,FASE DE SENSOR,PHASE CAPTEUR,FASE SENSORE,SENSORFASE,SENSOR FASE,GIVAR FAS,传感器相位,FAZA CZUJNIKA,センサフェーズ,센서 페이스,FASE SENSOR,FÁZA SENZORA,ФАЗА ДАТЧИКА,SZENZ. FÁZIS,,FAZA SENZOR,SENZOR FÁZE,SENSÖR FAZI,ANTURIN MUUTOS,ΦΑΣΗ ΑΙΣΘ.,,FAZA SENZ.,FAZA SENZ,??????,FAZA CZUJNIKA
581,STI_SERIAL_NUMBER,Device serial number,1,14,SERIAL NUMBER,GER�TENUMMER,NUMER DE SERIE,N� DE SERIE,NUMERO SERIE,SERIENUMMER,SERIENUMMER,SERIENUMMER,序列号,NUMER URZADZ.,シリアル番号,시리얼 번호,N�MERO S�RIE,SÉRIOVÉ ČISLO,ЗАВОД. НОМЕР,SZÉRIASZÁM,,NUMAR SERIAL,SÉRIOVÉ ČĺSLO,SERİ NUMARASI,SARJANUMERO,ΑΡΙΘΜ.ΣΕΙΡΑΣ,,SERIJSKI BR.,SER ŠTEVILKA,??????,NUMER URZADZ.
